student_id,department,category,faculty_name,subject,rating,comment,sentiment
STU0004,Mechanical,Library Facilities,,,5,Outstanding course content and delivery,happy
STU0004,Mechanical,Lab Infrastructure,,,2,Outdated teaching methods,neutral
STU0004,Mechanical,Placements,,,1,Poor course structure,unhappy
STU0004,Mechanical,Internships,,,2,Average experience,happy
STU0004,Mechanical,Extracurricular Activities,,,4,Highly knowledgeable and supportive faculty,happy
STU0004,Mechanical,Industry Connections,,,1,Highly knowledgeable and supportive faculty,happy
STU0004,Mechanical,International Collaborations,,,1,Moderate course content,neutral
STU0005,Electronics,Faculty Performance,Dr. Girish Talmale,Machine Learning,1,Poor course structure,unhappy
STU0005,Electronics,College Infrastructure,,,4,Highly knowledgeable and supportive faculty,happy
STU0005,Electronics,Library Facilities,,,3,Highly knowledgeable and supportive faculty,happy
STU0005,Electronics,Lab Infrastructure,,,1,Lack of practical knowledge,unhappy
STU0005,Electronics,Placements,,,3,Outstanding course content and delivery,happy
STU0005,Electronics,Internships,,,4,Exceptional teaching and guidance,happy
STU0005,Electronics,Extracurricular Activities,,,5,Highly knowledgeable and supportive faculty,happy
STU0005,Electronics,Industry Connections,,,3,Average teaching experience,neutral
STU0005,Electronics,International Collaborations,,,2,Average teaching experience,neutral
STU0006,Information Technology,Faculty Performance,Dr. Girish Talmale,Artificial Intelligence,5,Highly knowledgeable and supportive faculty,happy
STU0006,Information Technology,College Infrastructure,,,1,Lack of practical knowledge,unhappy
STU0006,Information Technology,Library Facilities,,,5,Highly knowledgeable and supportive faculty,happy
STU0006,Information Technology,Lab Infrastructure,,,5,Exceptional teaching and guidance,happy
STU0006,Information Technology,Placements,,,3,Moderate course content,neutral
STU0006,Information Technology,Internships,,,2,Poor course structure,unhappy
STU0006,Information Technology,Extracurricular Activities,,,1,Poor course structure,happy
STU0006,Information Technology,Industry Connections,,,1,Lack of practical knowledge,unhappy
STU0006,Information Technology,International Collaborations,,,2,Lack of practical knowledge,unhappy
STU0007,Electrical,Faculty Performance,Dr. Meera Krishnan,Machine Learning,1,Outdated teaching methods,unhappy
STU0007,Electrical,College Infrastructure,,,3,Average teaching experience,neutral
STU0007,Electrical,Library Facilities,,,2,Outdated teaching methods,unhappy
STU0007,Electrical,Lab Infrastructure,,,3,Moderate course content,neutral
STU0007,Electrical,Placements,,,1,Average teaching experience,neutral
STU0007,Electrical,Internships,,,1,Lack of practical knowledge,unhappy
STU0007,Electrical,Extracurricular Activities,,,1,Lack of practical knowledge,unhappy
STU0007,Electrical,Industry Connections,,,3,Average teaching experience,neutral
STU0007,Electrical,International Collaborations,,,2,Outdated teaching methods,unhappy
STU0008,Electrical,Faculty Performance,Dr. Meera Krishnan,Artificial Intelligence,5,Outstanding course content and delivery,happy
STU0008,Electrical,College Infrastructure,,,4,Average experience,happy
STU0008,Electrical,Library Facilities,,,2,Poor course structure,unhappy
STU0008,Electrical,Lab Infrastructure,,,1,Outdated teaching methods,unhappy
STU0008,Electrical,Placements,,,5,Outstanding course content and delivery,happy
STU0008,Electrical,Internships,,,1,Poor course structure,unhappy
STU0008,Electrical,Extracurricular Activities,,,4,Highly knowledgeable and supportive faculty,happy
STU0008,Electrical,Industry Connections,,,1,Lack of practical knowledge,unhappy
STU0008,Electrical,International Collaborations,,,5,Outstanding course content and delivery,happy
STU0009,Mechanical,Faculty Performance,Dr. Girish Talmale,Database Management System,2,Lack of practical knowledge,unhappy
STU0009,Mechanical,College Infrastructure,,,3,Could improve practical exposure,neutral
STU0009,Mechanical,Library Facilities,,,4,Outstanding course content and delivery,happy
STU0009,Mechanical,Lab Infrastructure,,,1,Outdated teaching methods,happy
STU0009,Mechanical,Placements,,,1,Outdated teaching methods,unhappy
STU0009,Mechanical,Internships,,,2,Needs improvement,unhappy
STU0009,Mechanical,Extracurricular Activities,,,5,Highly knowledgeable and supportive faculty,happy
STU0009,Mechanical,Industry Connections,,,5,Exceptional teaching and guidance,happy
STU0009,Mechanical,International Collaborations,,,1,Lack of practical knowledge,unhappy
STU0010,Electronics,Faculty Performance,Dr. Priya Sharma,Artificial Intelligence,5,Outstanding course content and delivery,happy
STU0010,Electronics,College Infrastructure,,,2,Lack of practical knowledge,unhappy
STU0010,Electronics,Library Facilities,,,4,Outstanding course content and delivery,happy
STU0010,Electronics,Lab Infrastructure,,,3,Moderate course content,neutral
STU0010,Electronics,Placements,,,1,Lack of practical knowledge,unhappy
STU0010,Electronics,Internships,,,1,Poor course structure,unhappy
STU0010,Electronics,Extracurricular Activities,,,4,Poor course structure,neutral
STU0010,Electronics,Industry Connections,,,2,Average teaching experience,neutral
STU0010,Electronics,International Collaborations,,,5,Highly knowledgeable and supportive faculty,happy
STU0011,Information Technology,Faculty Performance,Dr. Meera Krishnan,Database Management System,4,Outstanding course content and delivery,happy
STU0011,Information Technology,College Infrastructure,,,2,Poor course structure,unhappy
STU0011,Information Technology,Library Facilities,,,2,Outdated teaching methods,unhappy
STU0011,Information Technology,Lab Infrastructure,,,4,Average experience,happy
STU0011,Information Technology,Placements,,,1,Outdated teaching methods,unhappy
STU0011,Information Technology,Internships,,,5,Exceptional teaching and guidance,happy
STU0011,Information Technology,Extracurricular Activities,,,4,Exceptional teaching and guidance,happy
STU0011,Information Technology,Industry Connections,,,1,Lack of practical knowledge,unhappy
STU0011,Information Technology,International Collaborations,,,2,Lack of practical knowledge,unhappy
STU0012,Computer Science,Faculty Performance,Dr. Priya Sharma,Database Management System,5,Exceptional teaching and guidance,happy
STU0012,Computer Science,College Infrastructure,,,4,Outstanding course content and delivery,happy
STU0012,Computer Science,Library Facilities,,,1,Poor course structure,unhappy
STU0012,Computer Science,Lab Infrastructure,,,1,Outdated teaching methods,unhappy
STU0012,Computer Science,Placements,,,5,Lack of practical knowledge,unhappy
STU0012,Computer Science,Internships,,,4,Exceptional teaching and guidance,happy
STU0012,Computer Science,Extracurricular Activities,,,5,Exceptional teaching and guidance,happy
STU0012,Computer Science,Industry Connections,,,3,Could improve practical exposure,happy
STU0012,Computer Science,International Collaborations,,,5,Highly knowledgeable and supportive faculty,happy
STU0013,Electrical,Faculty Performance,Dr. Priya Sharma,Machine Learning,2,Poor course structure,unhappy
STU0013,Electrical,College Infrastructure,,,5,Average experience,happy
STU0013,Electrical,Library Facilities,,,4,Highly knowledgeable and supportive faculty,happy
STU0013,Electrical,Lab Infrastructure,,,3,Moderate course content,neutral
STU0013,Electrical,Placements,,,3,Average teaching experience,neutral
STU0013,Electrical,Internships,,,5,Outstanding course content and delivery,happy
STU0013,Electrical,Extracurricular Activities,,,4,Exceptional teaching and guidance,happy
STU0013,Electrical,Industry Connections,,,1,Poor course structure,unhappy
STU0013,Electrical,International Collaborations,,,5,Exceptional teaching and guidance,happy
STU0014,Information Technology,Faculty Performance,Dr. Girish Talmale,Data Structures,4,Outstanding course content and delivery,happy
STU0014,Information Technology,College Infrastructure,,,5,Exceptional teaching and guidance,happy
STU0014,Information Technology,Library Facilities,,,3,Average teaching experience,neutral
STU0014,Information Technology,Lab Infrastructure,,,5,Poor course structure,unhappy
STU0014,Information Technology,Placements,,,3,Moderate course content,neutral
STU0014,Information Technology,Internships,,,3,Moderate course content,neutral
STU0014,Information Technology,Extracurricular Activities,,,2,Lack of practical knowledge,unhappy
STU0014,Information Technology,Industry Connections,,,1,Lack of practical knowledge,unhappy
STU0014,Information Technology,International Collaborations,,,2,Outdated teaching methods,unhappy
STU0015,Information Technology,Faculty Performance,Dr. Rajesh Patil,Data Structures,3,Moderate course content,neutral
STU0015,Information Technology,College Infrastructure,,,4,Outstanding course content and delivery,happy
STU0015,Information Technology,Library Facilities,,,3,Moderate course content,neutral
STU0015,Information Technology,Lab Infrastructure,,,1,Exceptional teaching and guidance,happy
STU0015,Information Technology,Placements,,,4,Outstanding course content and delivery,happy
STU0015,Information Technology,Internships,,,5,Exceptional teaching and guidance,happy
STU0015,Information Technology,Extracurricular Activities,,,5,Outstanding course content and delivery,happy
STU0015,Information Technology,Industry Connections,,,4,Outstanding course content and delivery,happy
STU0015,Information Technology,International Collaborations,,,1,Poor course structure,unhappy
STU0016,Computer Science,Faculty Performance,Dr. Rajesh Patil,Data Structures,1,Outdated teaching methods,unhappy
STU0016,Computer Science,College Infrastructure,,,5,Outstanding course content and delivery,happy
STU0016,Computer Science,Library Facilities,,,1,Outdated teaching methods,unhappy
STU0016,Computer Science,Lab Infrastructure,,,2,Lack of practical knowledge,unhappy
STU0016,Computer Science,Placements,,,2,Poor course structure,unhappy
STU0016,Computer Science,Internships,,,2,Lack of practical knowledge,unhappy
STU0016,Computer Science,Extracurricular Activities,,,3,Average teaching experience,neutral
STU0016,Computer Science,Industry Connections,,,4,Highly knowledgeable and supportive faculty,happy
STU0016,Computer Science,International Collaborations,,,3,Moderate course content,neutral
STU0017,Electrical,Faculty Performance,Dr. Rajesh Patil,Computer Networks,5,Outstanding course content and delivery,happy
STU0017,Electrical,College Infrastructure,,,2,Lack of practical knowledge,unhappy
STU0017,Electrical,Library Facilities,,,5,Exceptional teaching and guidance,happy
STU0017,Electrical,Lab Infrastructure,,,2,Poor course structure,happy
STU0017,Electrical,Placements,,,5,Outstanding course content and delivery,happy
STU0017,Electrical,Internships,,,3,Average teaching experience,neutral
STU0017,Electrical,Extracurricular Activities,,,3,Moderate course content,neutral
STU0017,Electrical,Industry Connections,,,1,Poor course structure,neutral
STU0017,Electrical,International Collaborations,,,1,Lack of practical knowledge,unhappy
STU0018,Information Technology,Faculty Performance,Dr. Harsh Singh,Machine Learning,5,Exceptional teaching and guidance,unhappy
STU0018,Information Technology,College Infrastructure,,,3,Outdated teaching methods,unhappy
STU0018,Information Technology,Library Facilities,,,5,Outstanding course content and delivery,happy
STU0018,Information Technology,Lab Infrastructure,,,1,Poor course structure,unhappy
STU0018,Information Technology,Placements,,,5,Highly knowledgeable and supportive faculty,happy
STU0018,Information Technology,Internships,,,1,Outdated teaching methods,unhappy
STU0018,Information Technology,Extracurricular Activities,,,4,Exceptional teaching and guidance,neutral
STU0018,Information Technology,Industry Connections,,,2,Outdated teaching methods,unhappy
STU0018,Information Technology,International Collaborations,,,1,Lack of practical knowledge,unhappy
STU0019,Electronics,Faculty Performance,Dr. Harsh Singh,Artificial Intelligence,5,Exceptional teaching and guidance,happy
STU0019,Electronics,College Infrastructure,,,2,Poor course structure,unhappy
STU0019,Electronics,Library Facilities,,,3,Could improve practical exposure,neutral
STU0019,Electronics,Lab Infrastructure,,,2,Needs improvement,unhappy
STU0019,Electronics,Placements,,,2,Lack of practical knowledge,unhappy
STU0019,Electronics,Internships,,,4,Highly knowledgeable and supportive faculty,happy
STU0019,Electronics,Extracurricular Activities,,,3,Could improve practical exposure,neutral
STU0019,Electronics,Industry Connections,,,3,Could improve practical exposure,neutral
STU0019,Electronics,International Collaborations,,,1,Lack of practical knowledge,unhappy
STU0020,Computer Science,Faculty Performance,Dr. Priya Sharma,Machine Learning,1,Outdated teaching methods,unhappy
STU0020,Computer Science,College Infrastructure,,,4,Exceptional teaching and guidance,happy
STU0020,Computer Science,Library Facilities,,,3,Moderate course content,neutral
STU0020,Computer Science,Lab Infrastructure,,,5,Highly knowledgeable and supportive faculty,neutral
STU0020,Computer Science,Placements,,,4,Average experience,happy
STU0020,Computer Science,Internships,,,1,Lack of practical knowledge,unhappy
STU0020,Computer Science,Extracurricular Activities,,,1,Needs improvement,unhappy
STU0020,Computer Science,Industry Connections,,,4,Outstanding course content and delivery,happy
STU0020,Computer Science,International Collaborations,,,4,Exceptional teaching and guidance,happy
STU0021,Computer Science,Faculty Performance,Dr. Priya Sharma,Software Engineering,1,Lack of practical knowledge,unhappy
STU0021,Computer Science,College Infrastructure,,,4,Outstanding course content and delivery,unhappy
STU0021,Computer Science,Library Facilities,,,3,Average experience,neutral
STU0021,Computer Science,Lab Infrastructure,,,2,Lack of practical knowledge,unhappy
STU0021,Computer Science,Placements,,,1,Needs improvement,unhappy
STU0021,Computer Science,Internships,,,1,Outdated teaching methods,neutral
STU0021,Computer Science,Extracurricular Activities,,,3,Average teaching experience,neutral
STU0021,Computer Science,Industry Connections,,,5,Outstanding course content and delivery,happy
STU0021,Computer Science,International Collaborations,,,5,Outdated teaching methods,unhappy
STU0022,Electrical,Faculty Performance,Dr. Meera Krishnan,Machine Learning,3,Moderate course content,neutral
STU0022,Electrical,College Infrastructure,,,4,Poor course structure,unhappy
STU0022,Electrical,Library Facilities,,,4,Exceptional teaching and guidance,happy
STU0022,Electrical,Lab Infrastructure,,,5,Outstanding course content and delivery,happy
STU0022,Electrical,Placements,,,4,Outstanding course content and delivery,unhappy
STU0022,Electrical,Internships,,,4,Outstanding course content and delivery,happy
STU0022,Electrical,Extracurricular Activities,,,1,Outdated teaching methods,unhappy
STU0022,Electrical,Industry Connections,,,1,Outdated teaching methods,unhappy
STU0022,Electrical,International Collaborations,,,5,Exceptional teaching and guidance,happy
STU0023,Mechanical,Faculty Performance,Dr. Meera Krishnan,Software Engineering,4,Average experience,happy
STU0023,Mechanical,College Infrastructure,,,5,Highly knowledgeable and supportive faculty,unhappy
STU0023,Mechanical,Library Facilities,,,3,Moderate course content,neutral
STU0023,Mechanical,Lab Infrastructure,,,1,Lack of practical knowledge,unhappy
STU0023,Mechanical,Placements,,,4,Highly knowledgeable and supportive faculty,happy
STU0023,Mechanical,Internships,,,4,Outstanding course content and delivery,happy
STU0023,Mechanical,Extracurricular Activities,,,2,Outdated teaching methods,unhappy
STU0023,Mechanical,Industry Connections,,,3,Average teaching experience,neutral
STU0023,Mechanical,International Collaborations,,,1,Lack of practical knowledge,unhappy
STU0024,Information Technology,Faculty Performance,Dr. Priya Sharma,Database Management System,3,Average experience,happy
STU0024,Information Technology,College Infrastructure,,,5,Outstanding course content and delivery,happy
STU0024,Information Technology,Library Facilities,,,1,Poor course structure,unhappy
STU0024,Information Technology,Lab Infrastructure,,,3,Moderate course content,neutral
STU0024,Information Technology,Placements,,,2,Exceptional teaching and guidance,happy
STU0024,Information Technology,Internships,,,2,Lack of practical knowledge,unhappy
STU0024,Information Technology,Extracurricular Activities,,,1,Poor course structure,unhappy
STU0024,Information Technology,Industry Connections,,,3,Could improve practical exposure,neutral
STU0024,Information Technology,International Collaborations,,,1,Lack of practical knowledge,unhappy
STU0025,Information Technology,Faculty Performance,Dr. Priya Sharma,Database Management System,5,Highly knowledgeable and supportive faculty,happy
STU0025,Information Technology,College Infrastructure,,,1,Highly knowledgeable and supportive faculty,happy
STU0025,Information Technology,Library Facilities,,,4,Exceptional teaching and guidance,happy
STU0025,Information Technology,Lab Infrastructure,,,5,Highly knowledgeable and supportive faculty,happy
STU0025,Information Technology,Placements,,,4,Lack of practical knowledge,unhappy
STU0025,Information Technology,Internships,,,3,Could improve practical exposure,neutral
STU0025,Information Technology,Extracurricular Activities,,,3,Could improve practical exposure,neutral
STU0025,Information Technology,Industry Connections,,,1,Lack of practical knowledge,unhappy
STU0025,Information Technology,International Collaborations,,,1,Poor course structure,unhappy
STU0026,Electrical,Faculty Performance,Dr. Rajesh Patil,Computer Networks,5,Outstanding course content and delivery,happy
STU0026,Electrical,College Infrastructure,,,2,Lack of practical knowledge,unhappy
STU0026,Electrical,Library Facilities,,,4,Outstanding course content and delivery,happy
STU0026,Electrical,Lab Infrastructure,,,4,Exceptional teaching and guidance,neutral
STU0026,Electrical,Placements,,,3,Average experience,neutral
STU0026,Electrical,Internships,,,3,Moderate course content,neutral
STU0026,Electrical,Extracurricular Activities,,,5,Highly knowledgeable and supportive faculty,happy
STU0026,Electrical,Industry Connections,,,1,Lack of practical knowledge,unhappy
STU0026,Electrical,International Collaborations,,,4,Exceptional teaching and guidance,happy
STU0027,Computer Science,Faculty Performance,Dr. Meera Krishnan,Computer Networks,5,Highly knowledgeable and supportive faculty,happy
STU0027,Computer Science,College Infrastructure,,,2,Outdated teaching methods,unhappy
STU0027,Computer Science,Library Facilities,,,4,Lack of practical knowledge,unhappy
STU0027,Computer Science,Lab Infrastructure,,,1,Poor course structure,unhappy
STU0027,Computer Science,Placements,,,3,Could improve practical exposure,neutral
STU0027,Computer Science,Internships,,,2,Lack of practical knowledge,unhappy
STU0027,Computer Science,Extracurricular Activities,,,2,Outdated teaching methods,unhappy
STU0027,Computer Science,Industry Connections,,,2,Lack of practical knowledge,unhappy
STU0027,Computer Science,International Collaborations,,,4,Exceptional teaching and guidance,happy
STU0028,Electronics,Faculty Performance,Dr. Priya Sharma,Data Structures,4,Exceptional teaching and guidance,happy
STU0028,Electronics,College Infrastructure,,,3,Could improve practical exposure,happy
STU0028,Electronics,Library Facilities,,,4,Exceptional teaching and guidance,neutral
STU0028,Electronics,Lab Infrastructure,,,2,Lack of practical knowledge,unhappy
STU0028,Electronics,Placements,,,5,Highly knowledgeable and supportive faculty,happy
STU0028,Electronics,Internships,,,5,Highly knowledgeable and supportive faculty,happy
STU0028,Electronics,Extracurricular Activities,,,5,Exceptional teaching and guidance,happy
STU0028,Electronics,Industry Connections,,,3,Moderate course content,neutral
STU0028,Electronics,International Collaborations,,,1,Outdated teaching methods,unhappy
STU0029,Mechanical,Faculty Performance,Dr. Girish Talmale,Database Management System,4,Outstanding course content and delivery,happy
STU0029,Mechanical,College Infrastructure,,,4,Could improve practical exposure,neutral
STU0029,Mechanical,Library Facilities,,,2,Lack of practical knowledge,unhappy
STU0029,Mechanical,Lab Infrastructure,,,4,Highly knowledgeable and supportive faculty,neutral
STU0029,Mechanical,Placements,,,5,Highly knowledgeable and supportive faculty,happy
STU0029,Mechanical,Internships,,,3,Average teaching experience,neutral
STU0029,Mechanical,Extracurricular Activities,,,1,Poor course structure,unhappy
STU0029,Mechanical,Industry Connections,,,3,Average teaching experience,neutral
STU0029,Mechanical,International Collaborations,,,2,Poor course structure,unhappy
STU0030,Electrical,Faculty Performance,Dr. Priya Sharma,Data Structures,5,Highly knowledgeable and supportive faculty,happy
STU0030,Electrical,College Infrastructure,,,3,Average experience,neutral
STU0030,Electrical,Library Facilities,,,4,Highly knowledgeable and supportive faculty,happy
STU0030,Electrical,Lab Infrastructure,,,4,Outstanding course content and delivery,happy
STU0030,Electrical,Placements,,,4,Exceptional teaching and guidance,happy
STU0030,Electrical,Internships,,,1,Poor course structure,neutral
STU0030,Electrical,Extracurricular Activities,,,5,Exceptional teaching and guidance,happy
STU0030,Electrical,Industry Connections,,,2,Lack of practical knowledge,unhappy
STU0030,Electrical,International Collaborations,,,4,Outstanding course content and delivery,happy
STU0031,Electronics,Faculty Performance,Dr. Girish Talmale,Machine Learning,5,Highly knowledgeable and supportive faculty,happy
STU0031,Electronics,College Infrastructure,,,1,Outdated teaching methods,unhappy
STU0031,Electronics,Library Facilities,,,4,Outstanding course content and delivery,happy
STU0031,Electronics,Lab Infrastructure,,,3,Could improve practical exposure,neutral
STU0031,Electronics,Placements,,,1,Outdated teaching methods,unhappy
STU0031,Electronics,Internships,,,1,Poor course structure,unhappy
STU0031,Electronics,Extracurricular Activities,,,4,Outstanding course content and delivery,happy
STU0031,Electronics,Industry Connections,,,3,Average teaching experience,neutral
STU0031,Electronics,International Collaborations,,,5,Exceptional teaching and guidance,happy
STU0032,Computer Science,Faculty Performance,Dr. Harsh Singh,Artificial Intelligence,1,Lack of practical knowledge,unhappy
STU0032,Computer Science,College Infrastructure,,,5,Outstanding course content and delivery,happy
STU0032,Computer Science,Library Facilities,,,2,Poor course structure,unhappy
STU0032,Computer Science,Lab Infrastructure,,,1,Outdated teaching methods,unhappy
STU0032,Computer Science,Placements,,,4,Outstanding course content and delivery,happy
STU0032,Computer Science,Internships,,,2,Poor course structure,unhappy
STU0032,Computer Science,Extracurricular Activities,,,3,Average teaching experience,neutral
STU0032,Computer Science,Industry Connections,,,3,Moderate course content,neutral
STU0032,Computer Science,International Collaborations,,,2,Outdated teaching methods,unhappy
STU0033,Mechanical,Faculty Performance,Dr. Harsh Singh,Software Engineering,5,Outstanding course content and delivery,happy
STU0033,Mechanical,College Infrastructure,,,3,Moderate course content,neutral
STU0033,Mechanical,Library Facilities,,,2,Moderate course content,neutral
STU0033,Mechanical,Lab Infrastructure,,,2,Moderate course content,neutral
STU0033,Mechanical,Placements,,,4,Average experience,happy
STU0033,Mechanical,Internships,,,3,Could improve practical exposure,neutral
STU0033,Mechanical,Extracurricular Activities,,,2,Outdated teaching methods,unhappy
STU0033,Mechanical,Industry Connections,,,4,Highly knowledgeable and supportive faculty,happy
STU0033,Mechanical,International Collaborations,,,4,Exceptional teaching and guidance,happy
STU0034,Computer Science,Faculty Performance,Dr. Girish Talmale,Computer Networks,1,Poor course structure,unhappy
STU0034,Computer Science,College Infrastructure,,,5,Highly knowledgeable and supportive faculty,happy
STU0034,Computer Science,Library Facilities,,,1,Poor course structure,unhappy
STU0034,Computer Science,Lab Infrastructure,,,5,Exceptional teaching and guidance,happy
STU0034,Computer Science,Placements,,,1,Poor course structure,neutral
STU0034,Computer Science,Internships,,,3,Moderate course content,neutral
STU0034,Computer Science,Extracurricular Activities,,,5,Outstanding course content and delivery,neutral
STU0034,Computer Science,Industry Connections,,,2,Poor course structure,unhappy
STU0034,Computer Science,International Collaborations,,,1,Poor course structure,unhappy
STU0035,Information Technology,Faculty Performance,Dr. Harsh Singh,Software Engineering,1,Outdated teaching methods,unhappy
STU0035,Information Technology,College Infrastructure,,,2,Poor course structure,unhappy
STU0035,Information Technology,Library Facilities,,,5,Outstanding course content and delivery,neutral
STU0035,Information Technology,Lab Infrastructure,,,5,Highly knowledgeable and supportive faculty,happy
STU0035,Information Technology,Placements,,,3,Could improve practical exposure,neutral
STU0035,Information Technology,Internships,,,5,Exceptional teaching and guidance,happy
STU0035,Information Technology,Extracurricular Activities,,,3,Moderate course content,neutral
STU0035,Information Technology,Industry Connections,,,4,Exceptional teaching and guidance,happy
STU0035,Information Technology,International Collaborations,,,3,Could improve practical exposure,neutral
STU0036,Mechanical,Faculty Performance,Dr. Priya Sharma,Artificial Intelligence,2,Lack of practical knowledge,unhappy
STU0036,Mechanical,College Infrastructure,,,2,Moderate course content,neutral
STU0036,Mechanical,Library Facilities,,,3,Could improve practical exposure,neutral
STU0036,Mechanical,Lab Infrastructure,,,4,Outstanding course content and delivery,happy
STU0036,Mechanical,Placements,,,1,Outdated teaching methods,unhappy
STU0036,Mechanical,Internships,,,3,Could improve practical exposure,neutral
STU0036,Mechanical,Extracurricular Activities,,,5,Highly knowledgeable and supportive faculty,happy
STU0036,Mechanical,Industry Connections,,,3,Could improve practical exposure,neutral
STU0036,Mechanical,International Collaborations,,,5,Highly knowledgeable and supportive faculty,happy
STU0037,Electrical,Faculty Performance,Dr. Sopan Khurana,Artificial Intelligence,5,Exceptional teaching and guidance,happy
STU0037,Electrical,College Infrastructure,,,1,Lack of practical knowledge,unhappy
STU0037,Electrical,Library Facilities,,,4,Highly knowledgeable and supportive faculty,neutral
STU0037,Electrical,Lab Infrastructure,,,3,Outstanding course content and delivery,happy
STU0037,Electrical,Placements,,,1,Poor course structure,happy
STU0037,Electrical,Internships,,,3,Moderate course content,neutral
STU0037,Electrical,Extracurricular Activities,,,3,Could improve practical exposure,neutral
STU0037,Electrical,Industry Connections,,,1,Poor course structure,unhappy
STU0037,Electrical,International Collaborations,,,3,Average teaching experience,neutral
STU0038,Information Technology,Faculty Performance,Dr. Girish Talmale,Computer Networks,4,Outstanding course content and delivery,happy
STU0038,Information Technology,College Infrastructure,,,1,Poor course structure,unhappy
STU0038,Information Technology,Library Facilities,,,4,Highly knowledgeable and supportive faculty,happy
STU0038,Information Technology,Lab Infrastructure,,,2,Highly knowledgeable and supportive faculty,happy
STU0038,Information Technology,Placements,,,4,Outstanding course content and delivery,happy
STU0038,Information Technology,Internships,,,2,Lack of practical knowledge,unhappy
STU0038,Information Technology,Extracurricular Activities,,,3,Average teaching experience,neutral
STU0038,Information Technology,Industry Connections,,,1,Lack of practical knowledge,unhappy
STU0038,Information Technology,International Collaborations,,,3,Moderate course content,neutral
STU0039,Information Technology,Faculty Performance,Dr. Rajesh Patil,Software Engineering,5,Exceptional teaching and guidance,happy
STU0039,Information Technology,College Infrastructure,,,4,Lack of practical knowledge,unhappy
STU0039,Information Technology,Library Facilities,,,1,Poor course structure,unhappy
STU0039,Information Technology,Lab Infrastructure,,,1,Outdated teaching methods,unhappy
STU0039,Information Technology,Placements,,,5,Outstanding course content and delivery,happy
STU0039,Information Technology,Internships,,,5,Exceptional teaching and guidance,happy
STU0039,Information Technology,Extracurricular Activities,,,5,Exceptional teaching and guidance,happy
STU0039,Information Technology,Industry Connections,,,5,Average experience,happy
STU0039,Information Technology,International Collaborations,,,4,Exceptional teaching and guidance,happy
STU0040,Information Technology,Faculty Performance,Dr. Rajesh Patil,Machine Learning,5,Highly knowledgeable and supportive faculty,happy
STU0040,Information Technology,College Infrastructure,,,1,Poor course structure,happy
STU0040,Information Technology,Library Facilities,,,4,Highly knowledgeable and supportive faculty,happy
STU0040,Information Technology,Lab Infrastructure,,,5,Exceptional teaching and guidance,happy
STU0040,Information Technology,Placements,,,2,Poor course structure,unhappy
STU0040,Information Technology,Internships,,,5,Exceptional teaching and guidance,happy
STU0040,Information Technology,Extracurricular Activities,,,1,Lack of practical knowledge,unhappy
STU0040,Information Technology,Industry Connections,,,2,Poor course structure,unhappy
STU0040,Information Technology,International Collaborations,,,5,Highly knowledgeable and supportive faculty,happy
STU0041,Computer Science,Faculty Performance,Dr. Priya Sharma,Database Management System,4,Average experience,happy
